TableName,LineNumber,ParentLineNumber,Tier,Path,LineDescription,SeriesCode,DatasetName,MetaDataUpdated,NextReleaseDate,ReleaseDate,RowNumber,TableID
Table 5.7.6AU. Change in Real Private Inventories by Industry,22,,0,22,Printing and publishing,KCBI27,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,220,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,23,,0,23,Chemical and allied products,KCBI28,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,230,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,24,,0,24,Petroleum products,KCBI29,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,240,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,25,,0,25,Rubber and plastic products,KCBI30,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,250,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,26,,0,26,Leather and leather products,KCBI31,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,260,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,27,,0,27,Materials and supplies,KCBIMM,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,280,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,28,,0,28,Durable goods,KCBMDM,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,290,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,29,,0,29,Nondurable goods,KCBMNM,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,300,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,30,,0,30,Work-in-process,KCBIMW,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,310,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,31,,0,31,Durable goods,KCBMDW,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,320,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,32,,0,32,Nondurable goods,KCBMNW,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,330,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,33,,0,33,Finished goods,KCBIMF,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,340,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,34,,0,34,Durable goods,KCBMDF,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,350,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,35,,0,35,Nondurable goods,KCBMNF,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,360,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,36,,0,36,Wholesale trade,A658RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,370,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,37,,0,37,Durable goods,A661RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,390,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,38,,0,38,Nondurable goods,A664RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,400,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,39,,0,39,Merchant wholesale,A151RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,420,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,40,,0,40,Durable goods,C626RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,430,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,41,,0,41,Motor vehicles,KCB501,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,440,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,42,,0,42,Furniture and furnishings,KCB502,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,450,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,43,,0,43,Lumber and construction,KCB503,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,460,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,44,,0,44,Professional and commercial equipment and supplies,KCB504,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,470,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,45,,0,45,Metals and minerals,KCB505,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,480,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,46,,0,46,Electrical goods,KCB506,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,490,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,47,,0,47,Hardware and plumbing,KCB507,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,500,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,48,,0,48,"Machinery, equipment, and supplies",KCB508,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,510,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,49,,0,49,Other durable goods,KCB509,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,520,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,50,,0,50,Nondurable goods,C627RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,530,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,51,,0,51,Paper products,KCB511,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,540,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,52,,0,52,Drugs and sundries,KCB512,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,550,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,53,,0,53,Apparel and piece goods,KCB513,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,560,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,54,,0,54,Groceries,KCB514,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,570,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,55,,0,55,Farm products,KCB515,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,580,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,56,,0,56,Chemical and allied products,KCB516,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,590,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,57,,0,57,Petroleum products,KCB517,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,600,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,58,,0,58,Alcoholic beverages,KCB518,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,610,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,59,,0,59,Other nondurable goods,KCB519,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,620,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,60,,0,60,Nonmerchant wholesale,A152RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,630,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,61,,0,61,Durable goods,C628RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,640,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,62,,0,62,Nondurable goods,C629RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,650,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,63,,0,63,Retail trade,A153RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,660,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,64,,0,64,Durable goods,C630RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,670,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,65,,0,65,Automotives,KCB55,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,680,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,66,,0,66,Lumber and building materials,KCBI52,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,690,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,67,,0,67,Furniture and furnishings,KCBI57,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,700,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,68,,0,68,Other durable goods,KCB59X,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,710,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,69,,0,69,Nondurable goods,C633RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,720,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,70,,0,70,Food stores,KCB54,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,730,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,71,,0,71,Apparel stores,KCBI56,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,740,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,72,,0,72,Department stores,KCB531,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,750,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,73,,0,73,Other general merchandise,KCB53X,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,760,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,74,,0,74,Other nondurable goods,KCB5Y,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,770,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,75,,0,75,Other,A154RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,780,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,76,,0,76,Durable goods,C636RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,790,U50706AU
Table 5.7.6AU. Change in Real Private Inventories by Industry,77,,0,77,Nondurable goods,C637RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 27 2018  8:30AM,800,U50706AU
Table 5.7.6BM. Change in Real Private Inventories by Industry,1,,0,1,Nonfarm industries,A015RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,10,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,2,,0,2,"Mining, utilities, and construction",N541RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,20,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,3,,0,3,Manufacturing industries,N150RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,30,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,4,,0,4,Durable goods industries,N624RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,40,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,5,,0,5,Nondurable goods industries,N625RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,50,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,6,,0,6,Wholesale trade industries,N658RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,60,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,7,,0,7,Durable goods industries,N661RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,80,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,8,,0,8,Nondurable goods industries,N664RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,90,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,9,,0,9,Merchant wholesale industries,N151RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,110,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,10,,0,10,Durable goods industries,N626RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,120,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,11,,0,11,Nondurable goods industries,N627RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,130,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,12,,0,12,Nonmerchant wholesale industries,N152RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,140,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,13,,0,13,Durable goods industries,KC42ND,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,150,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,14,,0,14,Nondurable goods industries,KC42NN,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,160,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,15,,0,15,Retail trade industries,N153RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,170,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,16,,0,16,Motor vehicle and parts dealers,N631RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,180,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,17,,0,17,Food and beverage stores,N542RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,190,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,18,,0,18,General merchandise stores,N543RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,200,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,19,,0,19,Other retail stores,N558RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,210,U50706BM
Table 5.7.6BM. Change in Real Private Inventories by Industry,20,,0,20,Other industries,N154RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 29 2019  8:30AM,Mar  1 2019  8:30AM,220,U50706BM
Table 5.7.6BU. Change in Real Private Inventories by Industry,1,,0,1,Nonfarm industries,A015RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,10,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,2,,0,2,"Mining, utilities, and construction",N541RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,20,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,3,,0,3,Manufacturing industries,N150RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,30,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,4,,0,4,Durable goods industries,N624RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,50,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,5,,0,5,Wood product manufacturing,KC321,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,60,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,6,,0,6,Nonmetallic mineral product manufacturing,KC327,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,70,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,7,,0,7,Primary metal manufacturing,KC331,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,80,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,8,,0,8,Fabricated metal product manufacturing,KC332,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,90,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,9,,0,9,Machinery manufacturing,KC333,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,100,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,10,,0,10,Computer and electronic product manufacturing,KC334,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,110,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,11,,0,11,"Electrical equipment, appliance, and component manufacturing",KC335,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,120,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,12,,0,12,Transportation equipment manufacturing,KC336,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,130,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,13,,0,13,Motor vehicle and parts manufacturing,KC3MV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,140,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,14,,0,14,Other transportation equipment manufacturing,KC3OT,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,150,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,15,,0,15,Furniture and related product manufacturing,KC337,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,160,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,16,,0,16,Miscellaneous durable goods manufacturing,KC339,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,170,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,17,,0,17,Nondurable goods industries,N625RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,180,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,18,,0,18,Food manufacturing,KC311,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,190,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,19,,0,19,Beverage and tobacco product manufacturing,KC312,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,200,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,20,,0,20,Textile mills,KC313,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,210,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,21,,0,21,Textile product mills,KC314,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,220,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,22,,0,22,Apparel manufacturing,KC315,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,230,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,23,,0,23,Leather and allied product manufacturing,KC316,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,24,,0,24,Paper manufacturing,KC322,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,250,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,25,,0,25,Printing and related support activities,KC323,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,260,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,26,,0,26,Petroleum and coal product manufacturing,KC324,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,270,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,27,,0,27,Chemical manufacturing,KC325,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,280,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,28,,0,28,Plastics and rubber product manufacturing,KC326,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,290,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,29,,0,29,Materials and supplies,KC30M,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,310,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,30,,0,30,Durable goods industries,KC30DM,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,320,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,31,,0,31,Nondurable goods industries,KC30NM,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,330,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,32,,0,32,Work-in-process,KC30W,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,340,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,33,,0,33,Durable goods industries,KC30DW,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,350,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,34,,0,34,Nondurable goods industries,KC30NW,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,360,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,35,,0,35,Finished goods,KC30F,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,370,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,36,,0,36,Durable goods industries,KC30DF,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,380,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,37,,0,37,Nondurable goods industries,KC30NF,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,390,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,38,,0,38,Wholesale trade industries,N658RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,400,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,39,,0,39,Durable goods industries,N661RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,420,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,40,,0,40,Nondurable goods industries,N664RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,430,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,41,,0,41,Merchant wholesale industries,N151RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,450,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,42,,0,42,Durable goods industries,N626RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,460,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,43,,0,43,"Motor vehicles, parts, and supplies wholesalers",KC4211,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,470,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,44,,0,44,Furniture and home furnishings wholesalers,KC4212,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,480,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,45,,0,45,Lumber and other construction materials wholesalers,KC4213,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,490,U50706BU
Table 5.7.6BU. Change in Real Private Inventories by Industry,46,,0,46,Professional and commercial equipment wholesalers,KC4214,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,500,U50706BU
